,B2,B3,B4,B5,B6,B7,B8,id
0,0.9892285466194153,0.9932613968849182,0.9963693022727966,0.9958544373512268,0.9967692494392395,0.9973734617233276,0.9972802996635437,ROI_0001/20190212T142031_20190212T143214_T19FDF
1,0.9373446702957153,0.9768504500389099,0.9928481578826904,0.9920259118080139,0.99546879529953,0.997460663318634,0.9972688555717468,ROI_0001/20190304T142031_20190304T142654_T19FDF
2,0.9951942563056946,0.9966533184051514,0.9980342388153076,0.9975906610488892,0.9977318048477173,0.9980238080024719,0.997967004776001,ROI_0001/20190316T141049_20190316T142437_T19FDF
3,0.9988799095153809,0.9992931485176086,0.9995818138122559,0.9995522499084473,0.9996009469032288,0.9996159076690674,0.9997259378433228,ROI_0001/20190525T141059_20190525T142053_T19FDF
4,0.9400597214698792,0.973185658454895,0.9856777787208557,0.9855284690856934,0.9882042407989502,0.9896730780601501,0.9886806011199951,ROI_0001/20200308T141731_20200308T143551_T19FDF
5,0.9629130959510803,0.9845752120018005,0.9923256039619446,0.9931568503379822,0.9960574507713318,0.9973058700561523,0.9943349361419678,ROI_0010/20190125T112341_20190125T112624_T28QFG
6,0.9923821687698364,0.9959579706192017,0.9973553419113159,0.9976596236228943,0.998089075088501,0.9983121156692505,0.9976350665092468,ROI_0010/20190724T112121_20190724T113118_T28QFG
7,0.992978036403656,0.9969870448112488,0.9983163475990295,0.9983435273170471,0.9986993074417114,0.9985221028327942,0.9985575079917908,ROI_0010/20190813T112121_20190813T113228_T28QFG
8,0.9113766551017761,0.951326847076416,0.9768310785293579,0.9696594476699829,0.979963481426239,0.9841381311416626,0.9804157018661499,ROI_0010/20190907T112119_20190907T112853_T28QFG
9,0.9999997615814209,0.9999998807907104,1.0,1.0,1.0,1.0,1.0,ROI_0010/20190922T112111_20190922T113547_T28QFG
10,0.9921626448631287,0.9975131154060364,0.9987093210220337,0.9990799427032471,0.999325692653656,0.998928427696228,0.9993202686309814,ROI_0011/20190130T103251_20190130T104108_T31REP
11,0.9488306641578674,0.9760130047798157,0.9885121583938599,0.9900760054588318,0.994287371635437,0.9960161447525024,0.9927501082420349,ROI_0011/20190306T103019_20190306T103540_T31REP
12,0.9914070963859558,0.9960769414901733,0.9982379674911499,0.9984914660453796,0.9990504384040833,0.9993396401405334,0.9988211989402771,ROI_0011/20190318T102021_20190318T102646_T31REP
13,0.9579187035560608,0.9832087755203247,0.9912094473838806,0.9909067749977112,0.992878794670105,0.992196798324585,0.9935267567634583,ROI_0011/20190517T102031_20190517T102508_T31REP
14,0.9870792031288147,0.9921851754188538,0.9947434663772583,0.9941897988319397,0.9951118230819702,0.9955781698226929,0.9952235817909241,ROI_0011/20190830T102029_20190830T102552_T31REP
15,0.9907326698303223,0.9937060475349426,0.9972383379936218,0.9979749321937561,0.9985966086387634,0.9989390969276428,0.9982472062110901,ROI_0032/20190315T032531_20190315T033351_T49TFH
16,0.9873889088630676,0.9921790957450867,0.9969183206558228,0.9970141649246216,0.9984375238418579,0.9991486072540283,0.998161792755127,ROI_0032/20190330T032539_20190330T033305_T49TFH
17,0.9896055459976196,0.9935628771781921,0.9964105486869812,0.9964925646781921,0.997722327709198,0.9983677864074707,0.997283399105072,ROI_0032/20190713T032541_20190713T033534_T49TFH
18,0.988781213760376,0.9911551475524902,0.9947773218154907,0.9949215650558472,0.996585488319397,0.9975348711013794,0.9965403079986572,ROI_0032/20190817T032539_20190817T033403_T49TFH
19,0.9507913589477539,0.9563181400299072,0.9689874649047852,0.9616360068321228,0.9655249118804932,0.9655258059501648,0.9706622958183289,ROI_0032/20191110T032951_20191110T033139_T49TFH
20,0.9956710338592529,0.9981911182403564,0.9989146590232849,0.998937726020813,0.9990498423576355,0.9991836547851562,0.9988797307014465,ROI_0044/20190327T100029_20190327T101005_T32QMM
21,0.9995457530021667,0.9997949600219727,0.999906063079834,0.9998629689216614,0.9999202489852905,0.9999435544013977,0.9998828768730164,ROI_0044/20190526T100039_20190526T100712_T32QMM
22,,,,,,,,ROI_0044/20190908T100031_20190908T100836_T32QMM
23,0.9683269262313843,0.9806202054023743,0.9874897003173828,0.9774813652038574,0.9807360172271729,0.981988251209259,0.9881635904312134,ROI_0044/20200106T100401_20200106T100404_T32QMM
24,0.9846765995025635,0.9916869401931763,0.994934618473053,0.994928777217865,0.9957148432731628,0.99615478515625,0.9949979186058044,ROI_0044/20200321T100029_20200321T100458_T32QMM
25,0.9891015887260437,0.9934244751930237,0.9966303706169128,0.9960976839065552,0.9975939989089966,0.9984360337257385,0.9977571964263916,ROI_0064/20181217T015619_20181217T020219_T51JVH
26,0.9990373253822327,0.9995136260986328,0.9998270869255066,0.999768078327179,0.9998659491539001,0.9999150037765503,0.9999164938926697,ROI_0064/20190317T015619_20190317T020354_T51JVH
27,0.9435126781463623,0.9745194911956787,0.9887630343437195,0.9898820519447327,0.9927201867103577,0.9944360852241516,0.9927513003349304,ROI_0064/20190615T015629_20190615T020446_T51JVH
28,0.8489689230918884,0.9664617776870728,0.9909989833831787,0.9914048910140991,0.9950393438339233,0.9965178370475769,0.9952449798583984,ROI_0064/20190622T014709_20190622T015123_T51JVH
29,0.9834875464439392,0.9913107752799988,0.9963586926460266,0.9966466426849365,0.9976193308830261,0.9983355402946472,0.9974107146263123,ROI_0064/20191102T015619_20191102T020403_T51JVH
30,0.9667251706123352,0.9767721891403198,0.9799585342407227,0.97102952003479,0.9696853160858154,0.9721156358718872,0.9730204343795776,ROI_0065/20190101T142749_20190101T143756_T19HCA
