,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,id
468,0.9346325993537903,0.982459306716919,0.991568922996521,0.9944779872894287,0.9902473092079163,0.9838405251502991,0.983529269695282,0.9870855212211609,0.9833097457885742,0.9069362282752991,0.9906463027000427,0.9927090406417847,ROI_11216/20191107T073019_20191107T074712_T37NHJ
469,0.9740162491798401,0.9948377013206482,0.9964160919189453,0.9972155690193176,0.9960681200027466,0.9947105050086975,0.9946956634521484,0.995607316493988,0.9947403073310852,0.9740524291992188,0.9961764812469482,0.9968041181564331,ROI_11216/20200520T072621_20200520T073953_T37NHJ
470,,,,,,,,,,,,,ROI_11264/20190504T014701_20190504T014655_T55WER
471,0.9884815812110901,0.9881265163421631,0.9937512874603271,0.9976292848587036,0.9973498582839966,0.9976913332939148,0.9978259205818176,0.9981647729873657,0.9979886412620544,0.9628856182098389,0.9989144802093506,0.9985898733139038,ROI_11264/20190606T015651_20190606T015654_T55WER
472,0.9906655550003052,0.9847113490104675,0.992576003074646,0.9959987998008728,0.9966904520988464,0.9977149367332458,0.997860848903656,0.9981362819671631,0.9979393482208252,0.9648948311805725,0.998378574848175,0.9986088275909424,ROI_11264/20190808T020701_20190808T020657_T55WER
473,,,,,,,,,,,,,ROI_11264/20191019T015659_20191019T015659_T55WER
474,0.9174362421035767,0.9715151190757751,0.9859508275985718,0.9947558045387268,0.9938027858734131,0.9945901036262512,0.9932723641395569,0.9948870539665222,0.9947340488433838,0.9078512191772461,0.9975117444992065,0.9970341324806213,ROI_11264/20200531T015701_20200531T015659_T55WER
475,0.9675351977348328,0.981569230556488,0.994257390499115,0.9970719814300537,0.997592568397522,0.9986612200737,0.9987356066703796,0.9981634020805359,0.9988913536071777,0.986122190952301,0.999618411064148,0.9995517134666443,ROI_1129/20190105T080321_20190105T080909_T37RFP
476,0.9999415874481201,0.9999954104423523,0.999999463558197,0.9999984502792358,0.9999988675117493,0.9999967217445374,0.9999971389770508,0.9999973773956299,0.9999984502792358,0.9999943971633911,0.9999995827674866,0.9999996423721313,ROI_1129/20190130T080159_20190130T080445_T37RFP
477,0.9908109307289124,0.9907647371292114,0.9974183440208435,0.998846709728241,0.9987757802009583,0.9990605711936951,0.9990069270133972,0.9989607930183411,0.999152660369873,0.9865158796310425,0.9994751811027527,0.9993932247161865,ROI_1129/20190530T075619_20190530T080326_T37RFP
478,0.7071572542190552,0.9584012031555176,0.9817273020744324,0.9850160479545593,0.9750050902366638,0.9735984206199646,0.9688560366630554,0.980774462223053,0.9677358865737915,0.6765180230140686,0.9555900692939758,0.9717751145362854,ROI_1129/20191121T080231_20191121T080831_T37RFP
479,0.9999465942382812,0.9999405741691589,0.9999784827232361,0.9999931454658508,0.9999948740005493,0.9999962449073792,0.9999984502792358,0.9999979138374329,0.9999980926513672,0.9999357461929321,0.9999995827674866,0.999999463558197,ROI_1129/20200219T075951_20200219T080811_T37RFP
480,0.9584636092185974,0.9880945086479187,0.997622549533844,0.9981147050857544,0.9985486268997192,0.9988080263137817,0.9987678527832031,0.9984020590782166,0.998820960521698,0.9427662491798401,0.9997328519821167,0.9992057085037231,ROI_1140/20190106T105431_20190106T110544_T29QPV
481,0.7501676082611084,0.9713637828826904,0.9924017786979675,0.9924207329750061,0.9917882084846497,0.9927185773849487,0.9916070103645325,0.9912241101264954,0.9929026961326599,0.5554181337356567,0.9977954030036926,0.9958171844482422,ROI_1140/20190119T110401_20190119T111543_T29QPV
482,0.9987952709197998,0.9995564222335815,0.9998574256896973,0.9998927712440491,0.9998845458030701,0.9998897314071655,0.9998916983604431,0.9998822212219238,0.999910295009613,0.9982780814170837,0.999942421913147,0.999921977519989,ROI_1140/20190531T105039_20190531T105900_T29QPV
483,0.9863342046737671,0.9938605427742004,0.9982012510299683,0.9988991618156433,0.9986801743507385,0.999148428440094,0.9992234706878662,0.999091625213623,0.999292254447937,0.955098032951355,0.9996044039726257,0.9990493655204773,ROI_1140/20191013T105031_20191013T110554_T29QPV
484,0.9735572934150696,0.9884377717971802,0.9954906105995178,0.9964412450790405,0.996259331703186,0.9964712858200073,0.9963873028755188,0.9966369867324829,0.9964096546173096,0.956408679485321,0.9970767498016357,0.9969525337219238,ROI_1140/20200210T105201_20200210T110253_T29QPV
485,0.7210149765014648,0.9382843375205994,0.9802263379096985,0.9904821515083313,0.9921716451644897,0.9947581887245178,0.9926130771636963,0.9904347658157349,0.993861198425293,0.74411541223526,0.9982255697250366,0.9965569376945496,ROI_1144/20180119T092309_20180119T092446_T34RCU
486,0.9999940991401672,0.9999995827674866,0.9999998807907104,1.0,0.9999998211860657,1.0,1.0,0.9999998211860657,1.0,0.9999911785125732,1.0,0.9999997615814209,ROI_1144/20180223T092031_20180223T092713_T34RCU
487,0.9852754473686218,0.9925273656845093,0.9977959990501404,0.9985824823379517,0.999233603477478,0.9993510842323303,0.9993622303009033,0.9981318116188049,0.9993088841438293,0.9901499152183533,0.9996523857116699,0.9998448491096497,ROI_1144/20190119T092311_20190119T092328_T34RCU
488,0.9952719211578369,0.9965067505836487,0.9988261461257935,0.999194324016571,0.9993861317634583,0.999509334564209,0.9995570182800293,0.9989384412765503,0.9995428919792175,0.9945995211601257,0.9998059272766113,0.9998695254325867,ROI_1144/20190208T092141_20190208T092538_T34RCU
489,0.9999998211860657,0.9999998807907104,0.9999998211860657,1.0,1.0,1.0,1.0,1.0,1.0,0.999996542930603,1.0,1.0,ROI_1144/20190414T092039_20190414T093213_T34RCU
490,,,,,,,,,,,,,ROI_11511/20190419T191911_20190419T191913_T11VNL
491,0.9278045892715454,0.980220377445221,0.9922536611557007,0.9961581230163574,0.994251549243927,0.996757984161377,0.9969402551651001,0.9978616237640381,0.9973961710929871,0.8749286532402039,0.9989578127861023,0.9986976385116577,ROI_11511/20190630T190919_20190630T190922_T11VNL
492,0.7538478970527649,0.9729571342468262,0.988771378993988,0.9921305179595947,0.9896429181098938,0.9943702220916748,0.9925943613052368,0.9956388473510742,0.9946936368942261,0.7478284239768982,0.9972686767578125,0.9981241226196289,ROI_11511/20190713T191919_20190713T191919_T11VNL
