,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,id
0,0.9782597422599792,0.9852614402770996,0.9874760508537292,0.9912446141242981,0.9882075190544128,0.9938002824783325,0.9948940873146057,0.9875943064689636,0.9933823943138123,0.9236031770706177,0.9978470802307129,0.9974672794342041,ROI_0001/20190212T142031_20190212T143214_T19FDF
1,0.900022029876709,0.9350788593292236,0.9714416265487671,0.9907041192054749,0.9891378879547119,0.9915354251861572,0.991928219795227,0.9912446737289429,0.9920351505279541,0.976836621761322,0.9974166750907898,0.9977602362632751,ROI_0001/20190304T142031_20190304T142654_T19FDF
2,0.9861881732940674,0.9950746893882751,0.9946045875549316,0.9957714676856995,0.9937050938606262,0.9962746500968933,0.99693763256073,0.9927947521209717,0.9963937997817993,0.9527087807655334,0.9971284866333008,0.9973562955856323,ROI_0001/20190316T141049_20190316T142437_T19FDF
3,0.9871694445610046,0.995405912399292,0.9949992299079895,0.9974073171615601,0.9981806874275208,0.9987403154373169,0.9987496137619019,0.9987857341766357,0.9988106489181519,0.9955363273620605,0.9996333122253418,0.9996370077133179,ROI_0001/20190525T141059_20190525T142053_T19FDF
4,0.8641376495361328,0.9325906038284302,0.9563981890678406,0.9696244597434998,0.9592556953430176,0.9769477844238281,0.9814446568489075,0.9557062983512878,0.9766291379928589,0.7498701214790344,0.987159013748169,0.9891893267631531,ROI_0001/20200308T141731_20200308T143551_T19FDF
5,0.9725620746612549,0.9336362481117249,0.9515292644500732,0.9623335599899292,0.9765127301216125,0.9860043525695801,0.9891876578330994,0.9562186598777771,0.9854618906974792,0.856803834438324,0.9997109770774841,0.999034583568573,ROI_0010/20190125T112341_20190125T112624_T28QFG
6,0.9903728365898132,0.9798257946968079,0.9820287823677063,0.9893343448638916,0.9909641742706299,0.9935318231582642,0.9944384694099426,0.9886442422866821,0.9929481148719788,0.9835088849067688,0.9970932602882385,0.9969500303268433,ROI_0010/20190724T112121_20190724T113118_T28QFG
7,0.995852530002594,0.98766028881073,0.9902589917182922,0.9947287440299988,0.9956895709037781,0.9967666864395142,0.9973956346511841,0.9939165115356445,0.9967605471611023,0.9839114546775818,0.9985474944114685,0.9985193014144897,ROI_0010/20190813T112121_20190813T113228_T28QFG
8,1.7281299829483032,0.9792949557304382,0.6534003019332886,0.8614577651023865,0.8413266539573669,0.9091334939002991,0.9561911821365356,0.7719031572341919,1.1978036165237427,0.8894296884536743,1.0029550790786743,1.2492233514785767,ROI_0010/20190907T112119_20190907T112853_T28QFG
9,1.0,0.9999997019767761,0.9999998211860657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ROI_0010/20190922T112111_20190922T113547_T28QFG
10,0.9972714781761169,0.995543897151947,0.9971693158149719,0.9963645935058594,0.9973582029342651,0.998414158821106,0.9988375306129456,0.9957646727561951,0.9985469579696655,0.984188437461853,0.9999047517776489,0.9999286532402039,ROI_0011/20190130T103251_20190130T104108_T31REP
11,0.9368869662284851,0.9475818276405334,0.9699387550354004,0.962212860584259,0.9728822708129883,0.9837251305580139,0.9871906638145447,0.9547362923622131,0.9864964485168457,0.8295639753341675,0.9993035197257996,0.9989884495735168,ROI_0011/20190306T103019_20190306T103540_T31REP
12,0.9962295293807983,0.9893572926521301,0.9945625066757202,0.9940893650054932,0.9955373406410217,0.9973016977310181,0.9980709552764893,0.9931634068489075,0.997854471206665,0.9774295091629028,0.999917209148407,0.9998403787612915,ROI_0011/20190318T102021_20190318T102646_T31REP
13,0.9766319394111633,0.9585009813308716,0.9693548679351807,0.977682888507843,0.9810538291931152,0.9864802360534668,0.9893017411231995,0.9753324389457703,0.9870017766952515,0.9275459051132202,0.9934118390083313,0.9945086240768433,ROI_0011/20190517T102031_20190517T102508_T31REP
14,0.9812201261520386,0.9844628572463989,0.9884087443351746,0.9880609512329102,0.9885897636413574,0.9910246133804321,0.9919408559799194,0.9864439964294434,0.9918785691261292,0.9555668830871582,0.9948081374168396,0.9952975511550903,ROI_0011/20190830T102029_20190830T102552_T31REP
15,0.9921910762786865,0.9863109588623047,0.981639564037323,0.9911110997200012,0.9915968775749207,0.9953809976577759,0.9964293241500854,0.9877897500991821,0.9939338564872742,0.9616348147392273,0.9989719390869141,0.9989694952964783,ROI_0032/20190315T032531_20190315T033351_T49TFH
16,0.99528968334198,0.9834812879562378,0.9801328778266907,0.9889267683029175,0.9901490807533264,0.9945203065872192,0.9953594207763672,0.9847301244735718,0.9930780529975891,0.9620251655578613,0.9998769164085388,0.9996531009674072,ROI_0032/20190330T032539_20190330T033305_T49TFH
17,0.9832383394241333,0.9869022369384766,0.9864965677261353,0.993023157119751,0.9868893623352051,0.9943317770957947,0.9955641031265259,0.9894255995750427,0.9932756423950195,0.9720396995544434,0.9979950189590454,0.9981787204742432,ROI_0032/20190713T032541_20190713T033534_T49TFH
18,0.9830852150917053,0.984447181224823,0.9794004559516907,0.9882436990737915,0.9837680459022522,0.9913182854652405,0.9928786754608154,0.9851890206336975,0.9905373454093933,0.9574087858200073,0.9975064396858215,0.9981618523597717,ROI_0032/20190817T032539_20190817T033403_T49TFH
19,0.8396837115287781,0.9409081339836121,0.889228343963623,0.9058626294136047,0.978070080280304,0.9348914623260498,0.22243864834308624,0.8075824975967407,0.7322095632553101,1.139363408088684,0.7256293892860413,1.1701874732971191,ROI_0032/20191110T032951_20191110T033139_T49TFH
20,0.9950224757194519,0.9939097762107849,0.9941210150718689,0.9969775676727295,0.9972610473632812,0.997646152973175,0.9978395104408264,0.9962673783302307,0.997394859790802,0.9916093349456787,0.9986509084701538,0.9987305402755737,ROI_0044/20190327T100029_20190327T101005_T32QMM
